1,NAME,1nicotinate+15-phosphoribosyl 1-pyrophosphate=1diphosphate+1nicotinate nucleotide,1
2,NAME,12'-hydroxynicotine+1NADP++1H2O=1H++1nicotine+1NADPH+1oxygen,2
3,NAME,1an acylglycerone phosphate+1coenzyme A=1an acyl-CoA+1dihydroxy-acetone phosphate,3
4,NAME,1CO2+1indole acetaldehyde=1H++1indole-3-pyruvate,4
5,NAME,1N-acetyl-serotonin+1S-adenosyl-L-methionine=>1S-adenosyl-L-homocysteine+1melatonin,5
6,NAME,1L-threonine+1NAD+=>12-amino-3-oxobutanoate+1NADH,6
7,NAME,1ethanolamine+1ATP=>1phosphoryl-ethanolamine+1ADP,7
8,NAME,"2H++2""D-ribulose-1+2ADP=1D-ribulose-5-phosphate+1ATP",8
9,NAME,"1""D-myo-inositol (1+1ADP=2""D-myo-inositol (1+2ATP",9
10,NAME,1an N10-formyl-tetrahydrofolate+1L-glutamate+1ATP=>1an N10-formyl-tetrahydrofolate+1ADP+1phosphate,10
11,NAME,1H2O+1NADP++1loganin=1H++1oxygen+1NADPH+17-deoxyloganin,11
12,NAME,1H2O+1L-glutamine+1ATP=>1diphosphate+1L-glutamate+1GMP+1AMP,12
13,NAME,"1an reduced unknown electron acceptor+14-aminobutanal+1""1=1H2O+1an oxidized unknown electron acceptor+1spermidine",13
14,NAME,2H++2diphosphate+2phosphoenolpyruvate+2AMP=1phosphate+1pyruvate+1ATP,14
15,NAME,1a 1-(&beta;-D-galactosyl)-2-(2-hydroxyacyl)sphingosine+1UDP=2a 2-(2-hydroxyacyl)sphingosine+2UDP-galactose,15
16,NAME,1NADH+1phosphate=1NADPH+1H2O,16
17,NAME,"1""2=1D-ornithine",17
18,NAME,1acetaldehyde+1CO2=1pyruvate,18
19,NAME,1amino-parathion+2H2O=1parathion+6H+,19
20,NAME,"24-&alpha;-methylzymosterol+2NAD(P)H+2oxygen=>1""4&alpha;-hydroxymethyl-5&alpha;-cholesta-8+1NAD(P)++1H2O",20
21,NAME,1NAD++1NADPH=>1NADH+1NADP+,21
22,NAME,1H++1N-acetyl-L-citrulline+1phosphate=1N-acetyl-L-ornithine+1carbamoyl-phosphate,22
23,NAME,"1a long-chain acyl-CoA+1a 1-acyl-sn-glycerol 3-phosphate=>1""a 1+1coenzyme A",23
24,NAME,1phytosphingosine-1-P+1phosphate=14-hydroxysphinganine,24
25,NAME,1H++1ammonia+1nicotinate nucleotide=1nicotinamide mononucleotide+1H2O,25
26,NAME,1GA3+1H2O+1NADP+=1H++1GA7+1oxygen+1NADPH,26
27,NAME,2H++2xanthine=1hypoxanthine+1H2O,27
28,NAME,"2isopentenyl diphosphate+2""(E=>1diphosphate+1all-trans-geranyl-geranyl diphosphate",28
29,NAME,1a phosphatidylcholine+1coenzyme A=1an acyl-CoA+1a 1-acyl 2-lyso-phosphatidylcholine,29
30,NAME,1trans-zeatin-9-N-glucoside+1UDP=1UDP-D-glucose+1trans-zeatin,30
31,NAME,1&beta;-alanine+1S-adenosyl-L-methionine=>1N-methyl-&beta;-alanine+1S-adenosyl-L-homocysteine,31
32,NAME,1H2O+13-methylglutaconyl-CoA=>13-hydroxy-3-methyl-glutaryl-CoA,32
33,NAME,1H2O+13-methylglutaconyl-CoA=13-hydroxy-3-methyl-glutaryl-CoA,33
34,NAME,15-dehydro-4-deoxy-D-glucarate+1H2O=1D-glucarate,34
35,NAME,1NADH+1an ubiquinone+1H+=>1NAD++1an ubiquinol,35
36,NAME,1malonate semialdehyde+1coenzyme A+1NADP+=1malonyl-CoA+1NADPH+1H+,36
37,NAME,1calycosin+1H2O+1NADP+=1formononetin+1oxygen+1NADPH+1H+,37
38,NAME,1ubiquinol-9+1S-adenosyl-L-homocysteine=13-demethylubiquinol-9+1S-adenosyl-L-methionine,38
39,NAME,1glucosylceramide+1UDP=1a sphingosine-containing ceramide+1UDP-D-glucose+1a ceramide,39
40,NAME,"1""2-trans+1H2O=>13-hydroxy-5-cis-tetradecenoyl-CoA",40
41,NAME,1H++1methylglyoxal+1ammonia+1H2O2=1aminoacetone+1H2O+1oxygen,41
42,NAME,1(R)-3-methylitaconate=12-methyleneglutarate,42
43,NAME,1H++1feruloyl-CoA+1S-adenosyl-L-homocysteine=1caffeoyl-CoA+1S-adenosyl-L-methionine,43
44,NAME,1phosphate-ester-of-dihydrofuran=1methanofuran biosynththesis intermediate MF3,44
45,NAME,"1""a 1+1&alpha;-D-glucose=1""a 1+1H2O",45
46,NAME,11-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+1NAD(P)H+1H+=1isopentenyl diphosphate+1NAD(P)++1H2O,46
47,NAME,1dihydroxy-acetone+1D-glyceraldehyde-3-phosphate=1formaldehyde+1D-xylulose-5-phosphate,47
48,NAME,2H++2phosphoribosyl-AMP+2diphosphate=1phosphoribosyl-ATP+1H2O,48
49,NAME,2H++2phosphoribosyl-AMP+2diphosphate=1phosphoribosyl-ATP+1H2O,49
50,NAME,5H++5L-glutamate+52-aminoadipate-6-semialdehyde+5NADPH=1saccharopine+1NADP++1H2O,50
51,NAME,12-aminoadipate+1NAD(P)H+1H+=52-aminoadipate-6-semialdehyde+5NAD(P)++5H2O,51
52,NAME,1methyl parathion+1H2O=>14-nitrophenol+1dimethylthiophosphate,52
53,NAME,1oxaloacetate+1acetyl-CoA+1H2O=>1citrate+1coenzyme A,53
54,NAME,1citrate+1coenzyme A=1oxaloacetate+1acetyl-CoA+1H2O,54
55,NAME,1L-glutamine+12-ketoglutarate+1NADPH=>2L-glutamate+2NADP+,55
56,NAME,1canavanine+1fumarate=1canavaninosuccinate,56
57,NAME,1a [protein] c-terminal S-farnesyl-L-cysteine methyl ester+1S-adenosyl-L-homocysteine=1a [protein] c-terminal S-farnesyl-L-cysteine+1S-adenosyl-L-methionine,57
58,NAME,1GA4+1succinate+1CO2=1GA9+12-ketoglutarate+1oxygen,58
59,NAME,1acetaldehyde+1NADH=>1ethanol+1NAD+,59
60,NAME,1N-acetylneuraminate-9-phosphate+1H2O=>1N-acetylneuraminate+1phosphate,60
61,NAME,"1""a 6+1NAD(P)H=1""a 5+1NAD(P)+",61
62,NAME,1NADH+1CO2+1propionyl-CoA+1HCO3-=1methylmalonate semialdehyde+1NAD++1coenzyme A+1methylmalonate-semialdehyde+1H2O,62
63,NAME,"1""4-(2-amino-3-hydroxyphenyl)-2=>1H++1xanthurenate+1H2O",63
64,NAME,1H++1ononin+1UDP=1UDP-D-glucose+1formononetin,64
65,NAME,"1""3+1NAD++1H2O=>1""3+1NADH",65
66,NAME,5H++5L-glutamate+5NADH+52-aminoadipate-6-semialdehyde=1H2O+1NAD++1saccharopine,66
67,NAME,"1""hexane-1+1H2O=2H++2""hexane-6-ol-1",67
68,NAME,1=1a plant ceramide (I),68
69,NAME,1H2O+1pyruvate+1ATP=>1phosphate+1phosphoenolpyruvate+1AMP,69
70,NAME,"1""oleanolate 3-beta-D-glucuronoside-(3+1UDP=1UDP-D-glucose+1""oleanolate 3-beta-D-glucuronoside-(3",70
71,NAME,15-aminopentanoate+1acetate=15-acetamidovalerate+1H2O,71
72,NAME,1dUDP+1ATP=>1dUTP+1ADP,72
73,NAME,2an ubiquinol+2oxygen+4H+=>2an ubiquinone+2H2O+4H+,73
74,NAME,1D-ribose+1xanthine=4xanthosine+4H2O,74
75,NAME,1CDP-N-dimethylethanolamine+1diphosphate=1H++1N-dimethylethanolamine phosphate+1CTP,75
76,NAME,1H++1L-xylulose+1NADH=1NAD++1L-arabitol,76
77,NAME,1H++1(R)-homocitrate+1coenzyme A=12-ketoglutarate+1H2O+1acetyl-CoA,77
78,NAME,12-oxopentenoate+1CO2=1H++14-oxalocrotonate,78
79,NAME,"1oxygen+12-ketoglutarate+1""N6=>1CO2+1succinate+1""3-hydroxy-N6",79
80,NAME,1D-ribulose-5-phosphate=>1D-xylulose-5-phosphate,80
81,NAME,"1H++1""2+1formate=12-amino-5-formylamino-6-ribofuranosylamino-4(3H)-pyrimidinone 5'-phosphate+1H2O",81
82,NAME,1campest-4-en-3&beta;-ol=1campesterol,82
83,NAME,1GTP+1ADP=1GDP+1ATP,83
84,NAME,1GA40+1H2O+1an oxidized unknown electron acceptor=1GA9+1oxygen+1an reduced unknown electron acceptor,84
85,NAME,12'-deoxymugineic acid+1NAD(P)H=13''-deamino-3''-oxonicotianamine+1NAD(P)+,85
86,NAME,2H++22-dehydro-3-deoxy-D-gluconate-6-phosphate+2ADP=12-dehydro-3-deoxy-D-gluconate+1ATP,86
87,NAME,"1""2-hydroxy-3-carboxy-4=2""3-hydroxy-3-carboxy-4",87
88,NAME,1FMN+1NAD(P)H+1H+=1FMNH2+1NAD(P)+,88
89,NAME,"1UDP+1""N4-{N-acetyl-&beta;-D-glucosaminyl-(1=1UDP-D-xylose+1""N4-{N-acetyl-&beta;-D-glucosaminyl-(1",89
90,NAME,1ammonia+1pyruvate+1hydrogen sulfide=1L-cysteine+1H2O,90
91,NAME,1pyrroline 5-carboxylate+1NAD(P)H+1H+=>1L-proline+1NAD(P)+,91
92,NAME,"1AMP+1ADP=1""5'+1H2O",92
93,NAME,1cis-homoaconitate+1H2O=1homoisocitrate,93
94,NAME,1N-acetylneuraminate+1phosphate=1phosphoenolpyruvate+1N-acetyl-D-mannosamine+1H2O,94
95,NAME,15&alpha;-cholesta-8-en-3-one+1CO2+1NAD(P)H=14&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol+1NAD(P)+,95
96,NAME,2NADPH+23-hydroxy-3-methyl-glutaryl-CoA=>2NADP++2coenzyme A+2(R)-mevalonate,96
97,NAME,1succinate+1coenzyme A=2succinyl-CoA+2H2O,97
98,NAME,1Mn2++1phosphate+1ADP=1Mn2++1H2O+1ATP,98
99,NAME,"1a 3-oxoacyl-CoA+1coenzyme A=>1""a 2+1an acyl-CoA+1acetyl-CoA",99
100,NAME,"1""1-O+1&beta;-D-glucose=21-O-galloyl-&beta;-D-glucose",100
101,NAME,1ent-kaur-16-en-19-al+1NADP++2H2O=1ent-kaur-16-en-19-ol+1NADPH+1H++1oxygen,101
102,NAME,2H++22-amino-muconate+2NADH=22-aminomuconate semialdehyde+2NAD++2H2O,102
103,NAME,1phosphoenolpyruvate+1H2O+1CO2=>2phosphate+2oxaloacetate,103
104,NAME,1phosphoenolpyruvate+1H2O+1CO2=2phosphate+2oxaloacetate,104
105,NAME,1phytosphingosine-1-P+1ADP=14-hydroxysphinganine+1ATP,105
106,NAME,"1NAD++1""L-1=1H++1NADH+1L-lactaldehyde",106
107,NAME,1D-mannose+1ATP=>1D-mannose-6-phosphate+1ADP,107
108,NAME,1H++1dimethylsulfide+1acrylate=1dimethylsulfoniopropionate,108
109,NAME,1spermidine+1S-adenosyl-L-methioninamine=>1spermine+1S-methyl-5'-thioadenosine,109
110,NAME,1ammonia+1NADH+12-ketoglutarate=1H2O+1NAD++1L-glutamate,110
111,NAME,1NAD(P)H+1estrone=1NAD(P)++1estradiol-17&beta;,111
112,NAME,14&alpha;-carboxy-5&alpha;-cholesta-8-en-3&beta;-ol+1H2O+1NAD(P)+=14&alpha;-formyl-5&alpha;-cholesta-8-en-3&beta;-ol+1oxygen+1NAD(P)H,112
113,NAME,1&beta;-D-ribofuranose<=>1D-ribose,113
114,NAME,1choline+1phosphate=1phosphoryl-choline+1H2O,114
115,NAME,1acetaldehyde+1glycine=1DL-allothreonine,115
116,NAME,1trans-5-O-(4-coumaroyl)-D-quinate+1coenzyme A=14-coumaroyl-CoA+1L-quinate,116
117,NAME,1L-ornithine+1CO2+1ammonia=1H++1citrulline+1H2O,117
118,NAME,1D-ribose+1nicotinamide=1nicotinamide riboside+1H2O,118
119,NAME,1dihydroxy-acetone phosphate+1glyceraldehyde=1fructose-1-phosphate,119
120,NAME,1a cholesterol ester+1coenzyme A=1an acyl-CoA+1cholesterol,120
121,NAME,"1""2-hexaprenyl-6-methoxy-1+1H2O=2H++22-hexaprenyl-6-methoxyphenol+2oxygen",121
122,NAME,1&alpha;-D-galactose=1&beta;-D-galactose,122
123,NAME,1ATP+15'-phosphoribosyl-N-formylglycineamide+1L-glutamine+1H2O=>1L-glutamate+1ADP+1phosphate+15-phosphoribosyl-N-formylglycineamidine,123
124,NAME,"1H++13-aminopropionaldehyde+1ammonia+1H2O2=1""1+1H2O+1oxygen",124
125,NAME,1xanthine+1H+=>1xanthine+1H+,125
126,NAME,"1CO2+1&beta;-ketoadipate-enol-lactone=1H++1""2-carboxy-5-oxo-2",126
127,NAME,15-enolpyruvyl-shikimate-3-phosphate+1phosphate=1shikimate-3-phosphate+1phosphoenolpyruvate,127
128,NAME,1a mannosyl-inositol-phospho-&alpha; hydroxyphytoceramide+1H++1GDP=1an inositol-phospho-&alpha; hydroxyphytoceramide+1GDP-D-mannose,128
129,NAME,1pseudobaptigenin+1NADP++2H2O=1H++1calycosin+1NADPH+1oxygen,129
130,NAME,"2CTP+2""a 1=>1diphosphate+1a CDP-diacylglycerol",130
131,NAME,1acetate+1H2O2=1acetaldehyde+1oxygen+1H2O,131
132,NAME,1H2O+1adenosine=>1ammonia+1inosine,132
133,NAME,1indole-3-acetate+1NADH+2H+=1indole acetaldehyde+1NAD++1H2O,133
134,NAME,1N-acetylarylamine+1coenzyme A=2an arylamine+2acetyl-CoA,134
135,NAME,1NADH+1CO2+1pyruvate=1NAD++1malate,135
136,NAME,1protocatechuate+1H2O=13-dehydro-shikimate,136
137,NAME,"1soyasapogenol B+1NADP++1H2O=1H++1""olean-12-ene-3&beta;+1NADPH+1oxygen",137
138,NAME,14-maleyl-acetoacetate=>14-fumaryl-acetoacetate,138
139,NAME,1esculetin=12-hydroxycaffeate,139
140,NAME,1ammonia+1xanthosine=1H2O+1guanosine,140
141,NAME,1sulfite+1an reduced unknown electron acceptor=1hydrogen sulfide+1an oxidized unknown electron acceptor+3H2O,141
142,NAME,1indole-3-glycol+1NAD+=1indole-3-glycol aldehyde+1NADH+1H+,142
143,NAME,1&beta;-D-glucose=1&alpha;-D-glucose,143
144,NAME,1thiamine diphosphate+1AMP=1thiamin+1ATP,144
145,NAME,1N2-succinylglutamate+1NADH=1N2-succinyl-L-glutamate 5-semialdehyde+1NAD++1H2O,145
146,NAME,"1""adenosine-3'=1N-desulfoheparin+1phosphoadenosine-5'-phosphosulfate",146
