1,NAME,nicotinate+5-phosphoribosyl 1-pyrophosphate=1diphosphate+1nicotinate nucleotide,1
2,NAME,2'-hydroxynicotine+NADP++H2O=H++nicotine+NADPH+oxygen,2
3,NAME,an acylglycerone phosphate+coenzyme A=an acyl-CoA+dihydroxy-acetone phosphate,3
4,NAME,CO2+indole acetaldehyde=H++indole-3-pyruvate,4
5,NAME,N-acetyl-serotonin+S-adenosyl-L-methionine=>S-adenosyl-L-homocysteine+melatonin,5
6,NAME,L-threonine+NAD+=>2-amino-3-oxobutanoate+NADH,6
7,NAME,ethanolamine+ATP=>phosphoryl-ethanolamine+ADP,7
8,NAME,"2H++2""D-ribulose-1+2ADP=D-ribulose-5-phosphate+ATP",8
9,NAME,"""D-myo-inositol (1+ADP=2""D-myo-inositol (1+2ATP",9
10,NAME,an N10-formyl-tetrahydrofolate+L-glutamate+ATP=>an N10-formyl-tetrahydrofolate+ADP+phosphate,10
11,NAME,H2O+NADP++loganin=H++oxygen+NADPH+7-deoxyloganin,11
12,NAME,H2O+L-glutamine+ATP=>diphosphate+L-glutamate+GMP+AMP,12
13,NAME,"an reduced unknown electron acceptor+4-aminobutanal+""1=H2O+an oxidized unknown electron acceptor+spermidine",13
14,NAME,2H++2diphosphate+2phosphoenolpyruvate+2AMP=phosphate+pyruvate+ATP,14
15,NAME,a 1-(&beta;-D-galactosyl)-2-(2-hydroxyacyl)sphingosine+UDP=2a 2-(2-hydroxyacyl)sphingosine+2UDP-galactose,15
16,NAME,NADH+phosphate=NADPH+H2O,16
17,NAME,"""2=D-ornithine",17
18,NAME,acetaldehyde+CO2=pyruvate,18
19,NAME,amino-parathion+2H2O=parathion+6H+,19
20,NAME,"24-&alpha;-methylzymosterol+2NAD(P)H+2oxygen=>""4&alpha;-hydroxymethyl-5&alpha;-cholesta-8+NAD(P)++H2O",20
21,NAME,NAD++NADPH=>NADH+NADP+,21
22,NAME,H++N-acetyl-L-citrulline+phosphate=N-acetyl-L-ornithine+carbamoyl-phosphate,22
23,NAME,"a long-chain acyl-CoA+a 1-acyl-sn-glycerol 3-phosphate=>""a 1+coenzyme A",23
24,NAME,phytosphingosine-1-P+phosphate=4-hydroxysphinganine,24
25,NAME,H++ammonia+nicotinate nucleotide=nicotinamide mononucleotide+H2O,25
26,NAME,GA3+H2O+NADP+=H++GA7+oxygen+NADPH,26
27,NAME,2H++2xanthine=hypoxanthine+H2O,27
28,NAME,"2isopentenyl diphosphate+2""(E=>diphosphate+all-trans-geranyl-geranyl diphosphate",28
29,NAME,a phosphatidylcholine+coenzyme A=an acyl-CoA+a 1-acyl 2-lyso-phosphatidylcholine,29
30,NAME,trans-zeatin-9-N-glucoside+UDP=UDP-D-glucose+trans-zeatin,30
31,NAME,&beta;-alanine+S-adenosyl-L-methionine=>N-methyl-&beta;-alanine+S-adenosyl-L-homocysteine,31
32,NAME,H2O+3-methylglutaconyl-CoA=>3-hydroxy-3-methyl-glutaryl-CoA,32
33,NAME,H2O+3-methylglutaconyl-CoA=3-hydroxy-3-methyl-glutaryl-CoA,33
34,NAME,5-dehydro-4-deoxy-D-glucarate+H2O=D-glucarate,34
35,NAME,NADH+an ubiquinone+H+=>NAD++an ubiquinol,35
36,NAME,malonate semialdehyde+coenzyme A+NADP+=malonyl-CoA+NADPH+H+,36
37,NAME,calycosin+H2O+NADP+=formononetin+oxygen+NADPH+H+,37
38,NAME,ubiquinol-9+S-adenosyl-L-homocysteine=3-demethylubiquinol-9+S-adenosyl-L-methionine,38
39,NAME,glucosylceramide+UDP=a sphingosine-containing ceramide+UDP-D-glucose+a ceramide,39
40,NAME,"""2-trans+H2O=>3-hydroxy-5-cis-tetradecenoyl-CoA",40
41,NAME,H++methylglyoxal+ammonia+H2O2=aminoacetone+H2O+oxygen,41
42,NAME,(R)-3-methylitaconate=2-methyleneglutarate,42
43,NAME,H++feruloyl-CoA+S-adenosyl-L-homocysteine=caffeoyl-CoA+S-adenosyl-L-methionine,43
44,NAME,phosphate-ester-of-dihydrofuran=methanofuran biosynththesis intermediate MF3,44
45,NAME,"""a 1+&alpha;-D-glucose=""a 1+H2O",45
46,NAME,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate+NAD(P)H+H+=isopentenyl diphosphate+NAD(P)++H2O,46
47,NAME,dihydroxy-acetone+D-glyceraldehyde-3-phosphate=formaldehyde+D-xylulose-5-phosphate,47
48,NAME,2H++2phosphoribosyl-AMP+2diphosphate=phosphoribosyl-ATP+H2O,48
49,NAME,2H++2phosphoribosyl-AMP+2diphosphate=phosphoribosyl-ATP+H2O,49
50,NAME,5H++5L-glutamate+52-aminoadipate-6-semialdehyde+5NADPH=saccharopine+NADP++H2O,50
51,NAME,2-aminoadipate+NAD(P)H+H+=52-aminoadipate-6-semialdehyde+5NAD(P)++5H2O,51
52,NAME,methyl parathion+H2O=>4-nitrophenol+dimethylthiophosphate,52
53,NAME,oxaloacetate+acetyl-CoA+H2O=>citrate+coenzyme A,53
54,NAME,citrate+coenzyme A=oxaloacetate+acetyl-CoA+H2O,54
55,NAME,L-glutamine+2-ketoglutarate+NADPH=>2L-glutamate+2NADP+,55
56,NAME,canavanine+fumarate=canavaninosuccinate,56
57,NAME,a [protein] c-terminal S-farnesyl-L-cysteine methyl ester+S-adenosyl-L-homocysteine=a [protein] c-terminal S-farnesyl-L-cysteine+S-adenosyl-L-methionine,57
58,NAME,GA4+succinate+CO2=GA9+2-ketoglutarate+oxygen,58
59,NAME,acetaldehyde+NADH=>ethanol+NAD+,59
60,NAME,N-acetylneuraminate-9-phosphate+H2O=>N-acetylneuraminate+phosphate,60
61,NAME,"""a 6+NAD(P)H=""a 5+NAD(P)+",61
62,NAME,NADH+CO2+propionyl-CoA+HCO3-=methylmalonate semialdehyde+NAD++coenzyme A+methylmalonate-semialdehyde+H2O,62
63,NAME,"""4-(2-amino-3-hydroxyphenyl)-2=>H++xanthurenate+H2O",63
64,NAME,H++ononin+UDP=UDP-D-glucose+formononetin,64
65,NAME,"""3+NAD++H2O=>""3+NADH",65
66,NAME,5H++5L-glutamate+5NADH+52-aminoadipate-6-semialdehyde=H2O+NAD++saccharopine,66
67,NAME,"""hexane-1+H2O=2H++2""hexane-6-ol-1",67
68,NAME,=a plant ceramide (I),68
69,NAME,H2O+pyruvate+ATP=>phosphate+phosphoenolpyruvate+AMP,69
